,player,season,per,ts_pct,usg_pct,bpm,vorp,win_pct,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48
0,Julius Erving,1980-81,25.1,0.572,28.4,7.5,6.9,0.7560975609756098,28.0,454.0,690.0,0.658,82.0,35.0,24.6,8.0,4.4,2.1,1.8,0.521,0.222,0.787,13.8,0.231
1,Larry Bird,1980-81,19.9,0.528,24.3,4.3,5.2,0.7560975609756098,20.0,423.0,690.0,0.613,82.0,39.5,21.2,10.9,5.5,2.0,0.8,0.478,0.27,0.863,10.8,0.16
2,Kareem Abdul-Jabbar,1980-81,25.5,0.616,26.3,6.1,6.1,0.6585365853658537,8.0,286.0,690.0,0.414,80.0,37.2,26.2,10.3,3.4,0.7,2.9,0.574,0.0,0.766,14.3,0.23
3,Moses Malone,1980-81,25.1,0.585,27.6,3.3,4.3,0.4878048780487805,8.0,180.0,690.0,0.261,80.0,40.6,27.8,14.8,1.8,1.0,1.9,0.522,0.333,0.757,13.7,0.202
4,George Gervin,1980-81,22.9,0.555,32.3,2.9,3.5,0.6341463414634146,1.0,83.0,690.0,0.12,82.0,33.7,27.1,5.1,3.2,1.1,0.7,0.492,0.257,0.826,10.5,0.182
5,Marques Johnson,1980-81,22.0,0.583,23.3,5.6,4.9,0.7317073170731707,1.0,73.0,690.0,0.106,76.0,33.4,20.3,6.8,4.6,1.5,0.5,0.552,0.0,0.706,11.2,0.211
6,Robert Parish,1980-81,25.2,0.579,27.1,5.4,4.3,0.7560975609756098,0.0,53.0,690.0,0.077,82.0,28.0,18.9,9.5,1.8,1.0,2.6,0.545,0.0,0.71,10.9,0.228
7,Dennis Johnson,1980-81,17.0,0.516,24.6,1.8,2.5,0.6951219512195121,0.0,50.0,690.0,0.072,79.0,33.1,18.8,4.6,3.7,1.7,0.8,0.436,0.216,0.82,8.4,0.154
8,Tiny Archibald,1980-81,14.3,0.582,17.5,-0.1,1.4,0.7560975609756098,0.0,32.0,690.0,0.046,80.0,35.3,13.8,2.2,7.7,0.9,0.2,0.499,0.0,0.816,6.9,0.118
9,Jamaal Wilkes,1980-81,18.0,0.556,24.5,0.5,1.9,0.6585365853658537,0.0,19.0,690.0,0.028,81.0,37.4,22.6,5.4,2.9,1.5,0.4,0.526,0.077,0.758,8.5,0.135
10,Magic Johnson,1980-81,25.7,0.582,24.3,8.8,3.8,0.6585365853658537,0.0,18.0,690.0,0.026,37.0,37.1,21.6,8.6,8.6,3.4,0.7,0.532,0.176,0.76,6.4,0.225
11,Adrian Dantley,1980-81,24.3,0.622,28.4,4.3,5.4,0.34146341463414637,1.0,15.0,690.0,0.022,80.0,42.7,30.7,6.4,4.0,1.4,0.2,0.559,0.286,0.806,13.6,0.191
12,Phil Ford,1980-81,17.3,0.553,23.3,0.5,1.4,0.4878048780487805,1.0,15.0,690.0,0.022,66.0,34.7,17.5,1.9,8.8,1.5,0.1,0.478,0.306,0.831,5.2,0.11
13,Bernard King,1980-81,19.9,0.617,23.2,2.8,3.6,0.47560975609756095,0.0,12.0,690.0,0.017,81.0,36.0,21.9,6.8,3.5,0.9,0.4,0.588,0.333,0.703,9.1,0.15
14,Kelvin Ransey,1980-81,14.9,0.484,24.3,-1.9,0.1,0.5487804878048781,1.0,11.0,690.0,0.016,80.0,30.4,15.2,2.4,6.9,1.1,0.1,0.452,0.097,0.749,2.8,0.056
15,Jack Sikma,1980-81,18.0,0.512,23.6,1.4,2.5,0.4146341463414634,0.0,11.0,690.0,0.016,82.0,35.6,18.7,10.4,3.0,1.0,1.1,0.454,0.0,0.823,8.0,0.132
16,Otis Birdsong,1980-81,20.3,0.58,26.8,2.4,2.9,0.4878048780487805,0.0,7.0,690.0,0.01,71.0,36.5,24.6,3.6,3.3,1.3,0.3,0.544,0.286,0.697,8.2,0.152
17,Micheal Ray Richardson,1980-81,17.1,0.511,20.0,3.2,4.2,0.6097560975609756,0.0,7.0,690.0,0.01,79.0,40.2,16.4,6.9,7.9,2.9,0.4,0.469,0.225,0.663,6.9,0.104
18,Truck Robinson,1980-81,14.9,0.531,21.5,-0.7,1.0,0.6951219512195121,0.0,6.0,690.0,0.009,82.0,37.7,18.8,9.6,2.5,0.8,0.5,0.505,0.0,0.629,7.6,0.119
19,Reggie Theus,1980-81,18.4,0.578,23.1,1.8,2.7,0.5487804878048781,0.0,6.0,690.0,0.009,82.0,34.4,18.9,3.5,5.2,1.5,0.2,0.495,0.2,0.809,9.2,0.156
20,Norm Nixon,1980-81,15.5,0.511,21.8,-0.6,1.0,0.6585365853658537,0.0,5.0,690.0,0.007,79.0,37.5,17.1,2.9,8.8,1.8,0.1,0.476,0.167,0.778,5.5,0.089
21,Artis Gilmore,1980-81,21.7,0.699,18.5,4.3,4.5,0.5487804878048781,0.0,4.0,690.0,0.006,82.0,34.5,17.9,10.1,2.1,0.6,2.4,0.67,0.0,0.705,12.3,0.208
22,Bob Lanier,1980-81,19.7,0.573,21.8,3.9,2.6,0.7317073170731707,0.0,4.0,690.0,0.006,67.0,26.2,14.3,6.2,2.7,1.1,1.2,0.525,1.0,0.751,6.8,0.185
23,Michael Cooper,1980-81,12.2,0.53,13.5,0.9,1.9,0.6585365853658537,0.0,3.0,690.0,0.004,81.0,32.4,9.4,4.1,4.1,1.6,1.0,0.491,0.211,0.785,5.0,0.092
24,Walter Davis,1980-81,18.4,0.579,25.6,1.9,2.1,0.6951219512195121,0.0,3.0,690.0,0.004,78.0,28.0,18.0,2.6,3.9,1.2,0.2,0.539,0.412,0.836,7.1,0.157
25,George Johnson,1980-81,13.5,0.517,10.4,1.6,1.8,0.6341463414634146,0.0,3.0,690.0,0.004,82.0,23.6,5.0,7.3,1.1,0.6,3.4,0.473,0.0,0.734,4.5,0.112
26,Bobby Jones,1980-81,20.1,0.604,20.8,4.7,3.5,0.7560975609756098,0.0,3.0,690.0,0.004,81.0,25.3,13.5,5.4,2.8,1.2,0.9,0.539,0.0,0.813,9.2,0.217
27,Mike Mitchell,1980-81,17.5,0.513,26.9,-0.3,1.3,0.34146341463414637,0.0,3.0,690.0,0.004,82.0,39.0,24.5,6.1,1.7,0.8,0.6,0.476,0.444,0.784,6.0,0.091
28,James Silas,1980-81,19.4,0.557,26.1,1.0,1.6,0.6341463414634146,0.0,3.0,690.0,0.004,75.0,27.4,17.7,3.1,3.8,0.7,0.2,0.477,0.0,0.85,7.0,0.164
29,Quinn Buckner,1980-81,15.1,0.522,21.1,0.8,1.7,0.7317073170731707,0.0,1.0,690.0,0.001,82.0,29.1,13.3,3.6,4.7,2.4,0.0,0.493,0.167,0.734,5.4,0.108
30,Caldwell Jones,1980-81,10.1,0.512,11.3,-0.6,0.9,0.7560975609756098,0.0,1.0,690.0,0.001,81.0,32.6,7.2,10.0,1.5,0.7,1.7,0.449,0.0,0.767,5.5,0.1
31,Moses Malone,1981-82,26.8,0.576,29.9,4.5,5.5,0.5609756097560976,40.0,507.0,690.0,0.735,81.0,42.0,31.1,14.7,1.8,0.9,1.5,0.519,0.0,0.762,15.4,0.218
32,Larry Bird,1981-82,22.6,0.557,25.2,6.6,6.4,0.7682926829268293,20.0,406.0,690.0,0.588,77.0,38.0,22.9,10.9,5.8,1.9,0.9,0.503,0.212,0.863,12.5,0.205
33,Julius Erving,1981-82,25.9,0.593,28.1,7.7,6.8,0.7073170731707317,1.0,203.0,690.0,0.294,81.0,34.4,24.4,6.9,3.9,2.0,1.7,0.546,0.273,0.763,13.3,0.229
34,Robert Parish,1981-82,22.6,0.571,25.5,3.8,3.7,0.7682926829268293,4.0,131.0,690.0,0.19,80.0,31.7,19.9,10.8,1.8,0.9,2.4,0.542,0.0,0.71,10.0,0.19
35,Gus Williams,1981-82,21.8,0.526,28.5,5.1,5.2,0.6341463414634146,2.0,115.0,690.0,0.167,80.0,36.0,23.4,3.1,6.9,2.2,0.5,0.486,0.225,0.734,10.2,0.171
36,George Gervin,1981-82,24.2,0.562,35.0,3.9,4.2,0.5853658536585366,1.0,110.0,690.0,0.159,79.0,35.7,32.3,5.0,2.4,1.0,0.6,0.5,0.278,0.864,10.7,0.182
37,Sidney Moncrief,1981-82,20.1,0.601,21.0,4.8,5.1,0.6707317073170732,1.0,101.0,690.0,0.146,80.0,37.3,19.8,6.7,4.8,1.7,0.3,0.523,0.071,0.817,13.4,0.216
38,Magic Johnson,1981-82,22.9,0.59,20.1,7.2,7.0,0.6951219512195121,0.0,67.0,690.0,0.097,78.0,38.3,18.6,9.6,9.5,2.7,0.4,0.537,0.207,0.76,12.9,0.207
39,Jack Sikma,1981-82,20.6,0.559,22.5,3.9,4.5,0.6341463414634146,0.0,33.0,690.0,0.048,82.0,37.2,19.6,12.7,3.4,1.2,1.3,0.479,0.154,0.855,12.6,0.199
40,Kareem Abdul-Jabbar,1981-82,23.4,0.608,25.6,5.0,4.7,0.6951219512195121,0.0,31.0,690.0,0.045,76.0,35.2,23.9,8.7,3.0,0.8,2.7,0.579,0.0,0.706,10.7,0.192
41,Dan Roundfield,1981-82,19.5,0.527,24.6,2.3,2.4,0.5121951219512195,0.0,14.0,690.0,0.02,61.0,36.3,18.6,11.8,2.7,1.0,1.5,0.466,0.2,0.76,6.5,0.141
42,Kelly Tripucka,1981-82,16.4,0.57,23.3,0.2,1.7,0.47560975609756095,0.0,14.0,690.0,0.02,82.0,37.5,21.6,5.4,3.3,1.1,0.2,0.496,0.227,0.797,7.5,0.117
43,Alex English,1981-82,22.2,0.596,25.3,3.8,4.4,0.5609756097560976,0.0,12.0,690.0,0.017,82.0,36.8,25.4,6.8,5.3,1.1,1.5,0.551,0.0,0.84,9.5,0.152
44,Bernard King,1981-82,19.8,0.6,25.3,2.2,3.1,0.5487804878048781,0.0,10.0,690.0,0.014,79.0,36.2,23.2,5.9,3.6,1.0,0.3,0.566,0.2,0.705,8.7,0.147
45,Adrian Dantley,1981-82,24.2,0.631,27.9,4.1,5.0,0.3048780487804878,0.0,7.0,690.0,0.01,81.0,39.8,30.3,6.3,4.0,1.2,0.2,0.57,0.333,0.792,12.6,0.187
46,Ray Williams,1981-82,19.0,0.527,27.4,3.6,3.9,0.5365853658536586,0.0,6.0,690.0,0.009,82.0,33.3,20.4,4.0,6.0,2.4,0.5,0.462,0.167,0.832,7.9,0.139
47,Michael Cooper,1981-82,14.3,0.556,17.5,0.9,1.6,0.6951219512195121,0.0,3.0,690.0,0.004,76.0,28.9,11.9,3.5,3.0,1.6,0.8,0.517,0.118,0.813,5.0,0.109
48,Dan Issel,1981-82,23.1,0.608,26.0,2.2,2.6,0.5609756097560976,0.0,3.0,690.0,0.004,81.0,30.5,22.9,7.5,2.2,0.8,0.7,0.527,0.667,0.834,9.8,0.19
49,Marques Johnson,1981-82,18.0,0.566,22.1,2.9,2.3,0.6707317073170732,0.0,3.0,690.0,0.004,60.0,31.7,16.5,6.1,3.6,1.0,0.6,0.532,0.0,0.7,6.2,0.158
50,Isiah Thomas,1981-82,14.5,0.487,25.0,-0.8,0.7,0.47560975609756095,0.0,3.0,690.0,0.004,72.0,33.8,17.0,2.9,7.8,2.1,0.2,0.424,0.288,0.704,2.3,0.046
51,Dennis Johnson,1981-82,16.7,0.54,23.6,1.3,2.5,0.5609756097560976,0.0,1.0,690.0,0.001,80.0,36.7,19.5,5.1,4.6,1.3,0.7,0.47,0.19,0.806,8.1,0.132
52,Mychal Thompson,1981-82,19.2,0.548,22.9,2.3,3.4,0.5121951219512195,0.0,1.0,690.0,0.001,79.0,39.6,20.8,11.7,4.0,0.9,1.4,0.523,0.0,0.628,8.2,0.125
53,Jay Vincent,1981-82,18.7,0.532,28.6,0.5,1.6,0.34146341463414637,0.0,1.0,690.0,0.001,81.0,32.4,21.4,7.0,2.2,1.1,0.3,0.497,0.25,0.716,5.6,0.102
54,Jamaal Wilkes,1981-82,16.5,0.554,23.6,-0.8,0.9,0.6951219512195121,0.0,1.0,690.0,0.001,82.0,35.4,21.1,4.8,1.7,1.1,0.3,0.525,0.0,0.732,7.7,0.127
55,Buck Williams,1981-82,17.2,0.603,18.2,0.7,1.9,0.5365853658536586,0.0,1.0,690.0,0.001,82.0,34.5,15.5,12.3,1.3,1.0,1.0,0.582,0.0,0.624,8.9,0.152
56,Moses Malone,1982-83,25.1,0.578,26.0,3.7,4.2,0.7926829268292683,69.0,720.0,750.0,0.96,78.0,37.5,24.5,15.3,1.3,1.1,2.0,0.501,0.0,0.761,15.1,0.248
57,Larry Bird,1982-83,24.1,0.561,25.0,7.5,7.2,0.6829268292682927,1.0,364.0,750.0,0.485,79.0,37.7,23.6,11.0,5.8,1.9,0.9,0.504,0.286,0.84,14.0,0.225
58,Magic Johnson,1982-83,23.0,0.603,19.0,7.2,6.8,0.7073170731707317,2.0,304.5,750.0,0.406,79.0,36.8,16.8,8.6,10.5,2.2,0.6,0.548,0.0,0.8,12.5,0.207
59,Sidney Moncrief,1982-83,22.6,0.602,24.7,5.4,5.1,0.6219512195121951,0.0,226.0,750.0,0.301,76.0,35.7,22.5,5.8,3.9,1.5,0.3,0.524,0.1,0.826,13.2,0.233
60,Julius Erving,1982-83,23.1,0.566,25.5,6.5,5.2,0.7926829268292683,3.0,112.0,750.0,0.149,72.0,33.6,21.4,6.8,3.7,1.6,1.8,0.517,0.286,0.759,10.9,0.217
61,Alex English,1982-83,24.1,0.561,28.9,4.6,5.0,0.5487804878048781,0.0,42.0,750.0,0.056,82.0,36.4,28.4,7.3,4.8,1.4,1.5,0.516,0.167,0.829,10.3,0.166
62,Buck Williams,1982-83,18.6,0.611,18.4,2.0,3.0,0.5975609756097561,0.0,40.0,750.0,0.053,82.0,36.1,17.0,12.5,1.5,1.1,1.3,0.588,0.0,0.62,11.4,0.185
63,Artis Gilmore,1982-83,21.2,0.668,19.4,2.8,3.4,0.6463414634146342,0.0,33.0,750.0,0.044,82.0,34.1,18.0,12.0,1.5,0.5,2.3,0.626,0.0,0.74,11.0,0.189
64,George Gervin,1982-83,20.5,0.561,29.1,1.8,2.7,0.6463414634146342,0.0,30.0,750.0,0.04,78.0,36.3,26.2,4.6,3.4,1.1,0.9,0.487,0.364,0.853,9.4,0.159
65,Kareem Abdul-Jabbar,1982-83,23.6,0.619,24.6,4.5,4.2,0.7073170731707317,0.0,15.0,750.0,0.02,79.0,32.3,21.8,7.5,2.5,0.8,2.2,0.588,0.0,0.749,10.9,0.205
66,Jack Sikma,1982-83,19.6,0.546,22.5,2.5,2.9,0.5853658536585366,0.0,13.0,750.0,0.017,75.0,34.2,18.2,11.4,3.1,1.2,0.9,0.464,0.0,0.837,9.8,0.183
67,Jeff Ruland,1982-83,19.4,0.595,23.0,2.8,3.5,0.5121951219512195,0.0,12.0,750.0,0.016,79.0,36.2,19.4,11.0,3.0,0.9,1.0,0.552,0.333,0.689,10.1,0.169
68,Terry Cummings,1982-83,22.8,0.557,26.0,3.0,3.2,0.3048780487804878,0.0,10.0,750.0,0.013,70.0,36.2,23.7,10.6,2.5,1.8,0.9,0.523,0.0,0.709,8.7,0.164
69,Maurice Lucas,1982-83,16.1,0.528,22.5,-0.3,1.1,0.6463414634146342,0.0,9.0,750.0,0.012,77.0,33.6,16.5,10.4,2.8,0.7,0.6,0.474,0.333,0.781,7.1,0.132
70,Alton Lister,1982-83,13.8,0.543,17.7,-0.5,0.7,0.6219512195121951,0.0,5.0,750.0,0.007,80.0,23.6,8.4,7.1,1.4,0.6,2.2,0.529,0.0,0.537,3.8,0.096
71,Bernard King,1982-83,20.3,0.566,29.1,3.5,3.1,0.5365853658536586,0.0,4.0,750.0,0.005,68.0,32.5,21.9,4.8,2.9,1.3,0.2,0.528,0.0,0.722,7.5,0.163
72,Isiah Thomas,1982-83,18.9,0.525,26.1,1.9,3.0,0.45121951219512196,0.0,4.0,750.0,0.005,81.0,38.2,22.9,4.0,7.8,2.5,0.4,0.472,0.288,0.71,7.4,0.115
73,Larry Drew,1982-83,18.1,0.545,23.7,1.6,2.4,0.5487804878048781,0.0,3.0,750.0,0.004,75.0,35.9,20.1,2.8,8.1,1.7,0.1,0.492,0.125,0.82,7.2,0.128
74,Gus Williams,1982-83,20.5,0.517,25.8,4.2,4.3,0.5853658536585366,0.0,3.0,750.0,0.004,80.0,34.5,20.0,2.6,8.0,2.3,0.3,0.477,0.047,0.751,8.5,0.148
75,Dan Roundfield,1982-83,18.8,0.526,24.2,1.7,2.6,0.524390243902439,0.0,2.0,750.0,0.003,77.0,36.5,19.0,11.4,2.9,0.8,1.5,0.47,0.185,0.749,7.4,0.127
76,Marques Johnson,1982-83,21.1,0.543,25.7,4.5,4.7,0.6219512195121951,0.0,1.5,750.0,0.002,80.0,35.7,21.4,7.0,4.5,1.3,0.7,0.509,0.2,0.735,10.7,0.18
77,Norm Nixon,1982-83,13.9,0.498,20.9,-1.9,0.0,0.7073170731707317,0.0,1.0,750.0,0.001,79.0,34.3,15.1,2.6,7.2,1.3,0.1,0.475,0.0,0.744,3.9,0.069
78,Kiki Vandeweghe,1982-83,21.8,0.613,24.9,2.4,3.2,0.5487804878048781,0.0,1.0,750.0,0.001,82.0,35.5,26.7,5.3,2.5,0.8,0.5,0.547,0.294,0.875,11.0,0.182
79,Larry Bird,1983-84,24.2,0.552,26.7,7.6,7.3,0.7560975609756098,52.0,652.0,760.0,0.858,79.0,38.3,24.2,10.1,6.6,1.8,0.9,0.492,0.247,0.888,13.6,0.215
80,Bernard King,1983-84,22.7,0.619,28.7,4.5,4.3,0.573170731707317,11.0,373.0,760.0,0.491,77.0,34.6,26.3,5.1,2.1,1.0,0.2,0.572,0.0,0.779,12.1,0.218
81,Magic Johnson,1983-84,22.6,0.628,19.5,6.6,5.6,0.6585365853658537,5.0,305.0,760.0,0.401,67.0,38.3,17.6,7.3,13.1,2.2,0.7,0.565,0.207,0.81,10.2,0.191
82,Kareem Abdul-Jabbar,1983-84,21.3,0.608,25.1,3.0,3.3,0.6585365853658537,3.0,153.0,760.0,0.201,80.0,32.8,21.5,7.3,2.6,0.7,1.8,0.578,0.0,0.723,8.9,0.163
83,Isiah Thomas,1983-84,20.9,0.52,25.4,4.8,5.1,0.5975609756097561,1.0,115.0,760.0,0.151,82.0,36.7,21.3,4.0,11.1,2.5,0.4,0.462,0.338,0.733,9.1,0.144
84,Julius Erving,1983-84,22.9,0.562,27.2,5.9,5.3,0.6341463414634146,1.0,98.0,760.0,0.129,77.0,34.8,22.4,6.9,4.0,1.8,1.8,0.512,0.333,0.754,10.1,0.18
85,Adrian Dantley,1983-84,24.6,0.652,28.2,4.2,4.7,0.5487804878048781,1.0,88.0,760.0,0.116,79.0,37.8,30.6,5.7,3.9,0.8,0.1,0.558,0.25,0.859,14.6,0.235
86,Sidney Moncrief,1983-84,19.8,0.591,22.2,4.1,4.7,0.6097560975609756,1.0,70.0,760.0,0.092,79.0,38.9,20.9,6.7,4.5,1.4,0.3,0.498,0.278,0.848,12.7,0.198
87,Jeff Ruland,1983-84,19.6,0.633,23.0,2.6,3.6,0.4268292682926829,1.0,38.0,760.0,0.05,75.0,41.1,22.2,12.3,3.9,0.9,1.0,0.579,0.143,0.733,9.3,0.144
88,Moses Malone,1983-84,21.8,0.566,26.4,0.8,1.8,0.6341463414634146,0.0,35.0,760.0,0.046,71.0,36.8,22.7,13.4,1.4,1.0,1.5,0.483,0.0,0.75,9.5,0.175
89,Mark Aguirre,1983-84,23.5,0.572,33.4,3.7,4.1,0.524390243902439,0.0,28.0,760.0,0.037,79.0,36.7,29.5,5.9,4.5,1.0,0.3,0.524,0.268,0.749,9.0,0.149
90,Bill Laimbeer,1983-84,19.2,0.59,18.2,1.8,2.7,0.5975609756097561,0.0,9.0,760.0,0.012,82.0,34.9,17.3,12.2,1.8,0.6,1.0,0.53,0.0,0.866,10.8,0.181
91,Rickey Green,1983-84,18.0,0.532,16.9,3.0,3.5,0.5487804878048781,0.0,8.0,760.0,0.011,81.0,34.2,13.2,2.8,9.2,2.7,0.2,0.486,0.118,0.821,7.9,0.138
92,World B. Free,1983-84,18.8,0.512,31.3,1.4,2.0,0.34146341463414637,0.0,1.0,760.0,0.001,75.0,31.7,22.3,2.9,3.0,1.3,0.1,0.445,0.319,0.784,5.3,0.107
93,Marques Johnson,1983-84,19.4,0.534,25.2,3.6,3.8,0.6097560975609756,0.0,1.0,760.0,0.001,74.0,36.7,20.7,6.5,4.3,1.6,0.6,0.502,0.154,0.709,8.6,0.152
94,Larry Bird,1984-85,26.5,0.585,28.5,8.8,8.7,0.7682926829268293,73.0,763.0,780.0,0.978,80.0,39.5,28.7,10.5,6.6,1.6,1.2,0.522,0.427,0.882,15.7,0.238
95,Magic Johnson,1984-85,23.2,0.637,20.5,6.7,6.1,0.7560975609756098,1.0,264.0,780.0,0.338,77.0,36.1,18.3,6.2,12.6,1.5,0.3,0.561,0.189,0.843,12.7,0.22
96,Moses Malone,1984-85,22.5,0.577,26.8,1.6,2.7,0.7073170731707317,0.0,218.0,780.0,0.279,79.0,37.4,24.6,13.1,1.6,0.8,1.6,0.469,0.0,0.815,11.9,0.193
97,Kareem Abdul-Jabbar,1984-85,22.9,0.628,24.3,5.1,4.8,0.7560975609756098,0.0,206.0,780.0,0.264,79.0,33.3,22.0,7.9,3.2,0.8,2.1,0.599,0.0,0.732,11.2,0.204
98,Terry Cummings,1984-85,22.1,0.536,28.8,4.3,4.3,0.7195121951219512,2.0,138.0,780.0,0.177,79.0,34.5,23.6,9.1,2.9,1.5,0.8,0.495,0.0,0.741,10.7,0.189
99,Michael Jordan,1984-85,25.8,0.592,29.8,7.3,7.4,0.4634146341463415,2.0,134.0,780.0,0.172,82.0,38.3,28.2,6.5,5.9,2.4,0.8,0.515,0.173,0.845,14.0,0.213
100,Bernard King,1984-85,25.2,0.585,35.1,5.1,3.6,0.2926829268292683,0.0,70.0,780.0,0.09,55.0,37.5,32.9,5.8,3.7,1.3,0.3,0.53,0.1,0.772,7.1,0.166
101,Sidney Moncrief,1984-85,20.1,0.565,23.6,4.8,4.7,0.7195121951219512,0.0,65.0,780.0,0.083,73.0,37.5,21.7,5.4,5.2,1.6,0.5,0.483,0.273,0.828,11.2,0.197
102,Isiah Thomas,1984-85,22.2,0.529,24.0,6.3,6.5,0.5609756097560976,0.0,63.0,780.0,0.081,81.0,38.1,21.2,4.5,13.9,2.3,0.3,0.458,0.257,0.809,11.2,0.173
103,Ralph Sampson,1984-85,17.4,0.533,25.9,0.4,1.8,0.5853658536585366,0.0,26.0,780.0,0.033,82.0,37.6,22.1,10.4,2.7,1.0,2.0,0.502,0.0,0.676,6.2,0.096
104,Calvin Natt,1984-85,21.8,0.604,24.1,3.1,3.4,0.6341463414634146,0.0,22.0,780.0,0.028,78.0,34.1,23.3,7.8,3.1,1.0,0.4,0.546,0.0,0.793,10.2,0.185
105,Alex English,1984-85,21.6,0.561,29.3,2.7,3.5,0.6341463414634146,0.0,12.0,780.0,0.015,81.0,36.1,27.9,5.7,4.2,1.2,0.6,0.518,0.2,0.829,8.9,0.146
106,Hakeem Olajuwon,1984-85,21.1,0.564,23.5,2.1,3.0,0.5853658536585366,0.0,12.0,780.0,0.015,82.0,35.5,20.6,11.9,1.4,1.2,2.7,0.538,0.0,0.613,10.2,0.168
107,Micheal Ray Richardson,1984-85,19.8,0.513,24.0,4.1,4.8,0.5121951219512195,0.0,11.0,780.0,0.014,82.0,38.1,20.1,5.6,8.2,3.0,0.3,0.469,0.252,0.767,8.7,0.134
108,Andrew Toney,1984-85,16.2,0.582,23.3,0.4,1.4,0.7073170731707317,0.0,5.0,780.0,0.006,70.0,32.0,17.8,2.5,5.2,0.9,0.3,0.492,0.371,0.862,5.5,0.118
